             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
          12259028 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12259037 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259043 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259042 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259041 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259039 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12259068 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259080 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259092 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259098 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259111 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259113 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259117 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259130 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12260169 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260177 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260188 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260187 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260186 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260185 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260183 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260182 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260181 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260301 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260317 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260333 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260332 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260341 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260340 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260336 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260348 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260345 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260344 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260379 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260416 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260413 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260423 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260422 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260420 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12260419 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12255641 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (None)
       12256067_29 t4v1,t4v2      mlp    mskrt PD       0:00      1 (Priority)
        12256067_6 t4v1,t4v2      mlp    mskrt PD       0:00      1 (Priority)
        12256069_0 t4v1,t4v2      mlp    mskrt PD       0:00      1 (Priority)
          12253211 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255342 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255346 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255350 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255348 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255356 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255347 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255383 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255357 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255360 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255382 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255385 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255359 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255343 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255352 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255354 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255381 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255355 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255380 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12255448 t4v1,t4v2  cnn_enc pedanana PD       0:00      1 (Priority)
          12260151      t4v2  jupyter ws_ttaba  R    2:38:56      1 gpu113
          12260294      t4v2  jupyter ws_bbhim  R    1:50:41      1 gpu073
          12260366      t4v2     bash ws_nlesp  R      31:30      1 gpu105
          12260155      t4v2  jupyter   ws_yhe  R    2:31:57      1 gpu099
          12259127      t4v2  jupyter  ws_jcui  R    3:15:45      1 gpu099
          12260164      t4v2  jupyter ws_moppe  R    2:23:44      1 gpu085
          12260172      t4v2  jupyter   ws_yhu  R    2:17:40      1 gpu103
          12260176      t4v2  jupyter ws_ssham  R    2:13:47      1 gpu070
          12259120      t4v2  jupyter ws_drath  R    3:26:22      1 gpu097
          12260306      t4v2  jupyter ws_spark  R    1:42:07      1 gpu061
          12260435      t4v2  jupyter ws_lsidn  R       2:08      1 gpu067
          12259048      t4v2  jupyter justinxu  R    9:24:26      1 gpu107
          12260434      t4v2 cifar10_ aditimis  R       2:15      1 gpu061
          12260298      t4v2     bash   yaspar  R    1:48:58      1 gpu077
          12260329      t4v2 mimic_ru   tinbeh  R    1:03:26      1 gpu110
          12260308      t4v2  jupyter    kkasa  R    1:40:52      1 gpu086
          12259063      t4v2  jupyter  ashishg  R    7:26:23      1 gpu099
          12256713      t4v2 CRBM_rel  roeland  R       1:18      1 gpu084
          12256712      t4v2 CRBM_rel  roeland  R       2:12      1 gpu061
          12256711      t4v2 CRBM_rel  roeland  R       4:09      1 gpu086
          12256706      t4v2 CRBM_rel  roeland  R       5:36      1 gpu094
          12256705      t4v2 CRBM_rel  roeland  R       5:38      1 gpu089
          12256704      t4v2 CRBM_rel  roeland  R       5:40      1 gpu066
          12256703      t4v2 CRBM_rel  roeland  R       5:44      1 gpu078
          12256673      t4v2 CRBM_rel  roeland  R      10:59      1 gpu062
          12256633      t4v2 CRBM_rel  roeland  R      29:59      1 gpu067
          12256632      t4v2 CRBM_rel  roeland  R      33:38      1 gpu079
          12256631      t4v2 CRBM_rel  roeland  R      37:51      1 gpu077
          12256630      t4v2 CRBM_rel  roeland  R      47:31      1 gpu062
          12259122      t4v2  jupyter sayromlo  R    3:19:30      1 gpu099
          12260316      t4v2     bash vkhazaie  R    1:32:31      1 gpu099
       12256080_33      t4v2      mlp    mskrt  R   10:31:16      1 gpu078
       12256080_34      t4v2      mlp    mskrt  R   10:31:16      1 gpu079
       12256079_17      t4v2      mlp    mskrt  R   10:36:11      1 gpu078
       12256079_18      t4v2      mlp    mskrt  R   10:36:11      1 gpu078
       12256079_19      t4v2      mlp    mskrt  R   10:36:11      1 gpu078
       12256079_20      t4v2      mlp    mskrt  R   10:36:11      1 gpu078
       12256074_28      t4v2      mlp    mskrt  R   10:40:01      1 gpu084
       12256074_32      t4v2      mlp    mskrt  R   10:40:01      1 gpu115
       12256074_33      t4v2      mlp    mskrt  R   10:40:01      1 gpu115
       12256074_34      t4v2      mlp    mskrt  R   10:40:01      1 gpu115
       12256074_35      t4v2      mlp    mskrt  R   10:40:01      1 gpu115
       12256074_21      t4v2      mlp    mskrt  R   12:00:32      1 gpu067
       12256074_22      t4v2      mlp    mskrt  R   12:00:32      1 gpu077
       12256071_25      t4v2      mlp    mskrt  R   12:01:44      1 gpu077
       12256070_26      t4v2      mlp    mskrt  R   12:02:24      1 gpu114
       12256069_30      t4v2      mlp    mskrt  R   12:04:28      1 gpu067
       12256068_25      t4v2      mlp    mskrt  R   13:19:43      1 gpu077
       12256068_22      t4v2      mlp    mskrt  R   13:20:14      1 gpu086
       12256067_22      t4v2      mlp    mskrt  R   13:22:18      1 gpu078
       12256067_28      t4v2      mlp    mskrt  R   13:22:18      1 gpu115
       12256067_34      t4v2      mlp    mskrt  R   13:22:18      1 gpu084
       12256067_10      t4v2      mlp    mskrt  R   13:22:49      1 gpu110
       12256067_11      t4v2      mlp    mskrt  R   13:22:49      1 gpu084
       12256066_18      t4v2      mlp    mskrt  R   13:23:21      1 gpu067
       12256066_24      t4v2      mlp    mskrt  R   13:23:21      1 gpu115
       12256065_31      t4v2      mlp    mskrt  R   13:23:51      1 gpu084
       12256065_30      t4v2      mlp    mskrt  R   13:24:22      1 gpu115
        12256065_5      t4v2      mlp    mskrt  R   10:00:46      1 gpu066
        12256069_8      t4v2      mlp    mskrt  R   10:00:46      1 gpu066
        12256067_1      t4v2      mlp    mskrt  R   10:17:29      1 gpu114
       12256066_34      t4v2      mlp    mskrt  R   10:17:29      1 gpu114
       12256066_35      t4v2      mlp    mskrt  R   10:17:29      1 gpu114
       12256067_35      t4v2      mlp    mskrt  R   10:17:29      1 gpu094
        12256068_6      t4v2      mlp    mskrt  R   10:17:29      1 gpu094
       12256068_17      t4v2      mlp    mskrt  R   10:17:29      1 gpu094
        12256069_1      t4v2      mlp    mskrt  R    9:39:40      1 gpu062
        12256069_9      t4v2      mlp    mskrt  R    9:39:40      1 gpu062
       12256066_30      t4v2      mlp    mskrt  R   10:00:46      1 gpu066
       12256068_32      t4v2      mlp    mskrt  R   10:00:46      1 gpu066
       12256074_13      t4v2      mlp    mskrt  R    8:57:59      1 gpu070
       12256074_16      t4v2      mlp    mskrt  R    8:57:59      1 gpu070
       12256074_18      t4v2      mlp    mskrt  R    8:57:59      1 gpu070
       12256074_19      t4v2      mlp    mskrt  R    8:57:59      1 gpu070
       12256074_20      t4v2      mlp    mskrt  R    8:57:59      1 gpu070
       12256070_27      t4v2      mlp    mskrt  R    8:58:31      1 gpu097
       12256071_21      t4v2      mlp    mskrt  R    8:58:31      1 gpu097
       12256071_31      t4v2      mlp    mskrt  R    8:58:31      1 gpu097
       12256071_32      t4v2      mlp    mskrt  R    8:58:31      1 gpu097
       12256071_35      t4v2      mlp    mskrt  R    8:58:31      1 gpu097
        12256072_2      t4v2      mlp    mskrt  R    8:58:31      1 gpu073
        12256072_3      t4v2      mlp    mskrt  R    8:58:31      1 gpu097
        12256072_4      t4v2      mlp    mskrt  R    8:58:31      1 gpu097
        12256072_5      t4v2      mlp    mskrt  R    8:58:31      1 gpu073
        12256072_7      t4v2      mlp    mskrt  R    8:58:31      1 gpu073
        12256072_8      t4v2      mlp    mskrt  R    8:58:31      1 gpu073
       12256073_30      t4v2      mlp    mskrt  R    8:58:31      1 gpu073
       12256073_31      t4v2      mlp    mskrt  R    8:58:31      1 gpu073
          12255751      t4v2  cnn_enc pedanana  R      54:23      1 gpu111
          12255748      t4v2  cnn_enc pedanana  R      56:40      1 gpu096
          12255750      t4v2  cnn_enc pedanana  R      56:40      1 gpu096
          12255756      t4v2  cnn_enc pedanana  R      42:16      1 gpu108
          12255757      t4v2  cnn_enc pedanana  R      42:16      1 gpu108
          12255753      t4v2  cnn_enc pedanana  R      46:32      1 gpu072
          12255754      t4v2  cnn_enc pedanana  R      46:32      1 gpu072
          12255755      t4v2  cnn_enc pedanana  R      46:32      1 gpu079
          12255749      t4v2  cnn_enc pedanana  R      52:40      1 gpu092
          12255752      t4v2  cnn_enc pedanana  R      52:40      1 gpu092
        12256065_1      t4v2      mlp    mskrt  R    3:51:51      1 gpu073
       12256067_14      t4v2      mlp    mskrt  R    3:51:51      1 gpu114
       12256068_20      t4v2      mlp    mskrt  R    3:51:51      1 gpu114
       12256080_29      t4v2      mlp    mskrt  R    3:51:51      1 gpu094
       12256064_11      t4v2      mlp    mskrt  R    3:52:23      1 gpu084
        12256065_7      t4v2      mlp    mskrt  R    3:52:23      1 gpu084
       12256067_25      t4v2      mlp    mskrt  R    3:52:23      1 gpu103
       12256068_13      t4v2      mlp    mskrt  R    3:52:23      1 gpu103
       12256068_30      t4v2      mlp    mskrt  R    3:52:23      1 gpu103
       12256070_21      t4v2      mlp    mskrt  R    3:52:23      1 gpu103
       12256070_22      t4v2      mlp    mskrt  R    3:52:23      1 gpu103
       12256079_22      t4v2      mlp    mskrt  R    3:52:23      1 gpu103
       12256079_26      t4v2      mlp    mskrt  R    3:52:23      1 gpu103
       12256064_33      t4v2      mlp    mskrt  R    4:03:22      1 gpu085
        12256066_9      t4v2      mlp    mskrt  R    4:03:22      1 gpu085
       12256067_12      t4v2      mlp    mskrt  R    4:03:22      1 gpu085
       12256068_33      t4v2      mlp    mskrt  R    4:03:22      1 gpu085
       12256079_23      t4v2      mlp    mskrt  R    4:03:22      1 gpu085
       12256080_25      t4v2      mlp    mskrt  R    4:03:22      1 gpu085
        12256079_7      t4v2      mlp    mskrt  R    5:30:03      1 gpu079
       12256064_21      t4v2      mlp    mskrt  R    2:37:05      1 gpu107
       12256069_32      t4v2      mlp    mskrt  R    2:37:05      1 gpu107
       12256070_24      t4v2      mlp    mskrt  R      50:27      1 gpu098
       12256070_23      t4v2      mlp    mskrt  R      58:17      1 gpu112
       12256059_32      t4v2      mlp    mskrt  R    1:01:39      1 gpu114
       12256072_33      t4v2      mlp    mskrt  R    1:06:13      1 gpu114
       12256070_28      t4v2      mlp    mskrt  R    1:23:58      1 gpu094
       12256060_20      t4v2      mlp    mskrt  R    2:22:06      1 gpu085
       12256070_19      t4v2      mlp    mskrt  R    3:50:46      1 gpu107
       12256059_35      t4v2      mlp    mskrt  R      44:28      1 gpu081
       12256073_34      t4v2      mlp    mskrt  R      44:28      1 gpu081
       12256073_35      t4v2      mlp    mskrt  R      44:28      1 gpu081
       12256059_34      t4v2      mlp    mskrt  R      49:15      1 gpu115
        12256074_2      t4v2      mlp    mskrt  R    3:40:05      1 gpu070
        12256074_3      t4v2      mlp    mskrt  R    3:40:05      1 gpu070
        12256074_6      t4v2      mlp    mskrt  R      36:15      1 gpu113
        12256074_8      t4v2      mlp    mskrt  R      36:15      1 gpu113
       12256062_11      t4v2      mlp    mskrt  R      42:16      1 gpu061
       12256062_19      t4v2      mlp    mskrt  R      35:13      1 gpu074
        12256063_8      t4v2      mlp    mskrt  R      35:13      1 gpu074
       12256063_11      t4v2      mlp    mskrt  R      35:13      1 gpu074
        12256067_7      t4v2      mlp    mskrt  R      35:13      1 gpu074
       12256068_14      t4v2      mlp    mskrt  R      35:13      1 gpu074
       12256074_12      t4v2      mlp    mskrt  R      35:13      1 gpu074
        12256079_4      t4v2      mlp    mskrt  R      35:13      1 gpu074
        12256068_9      t4v2      mlp    mskrt  R    3:04:57      1 gpu110
        12256053_5      t4v2      mlp    mskrt  R      35:13      1 gpu074
       12256053_17      t4v2      mlp    mskrt  R      35:13      1 gpu109
       12256053_19      t4v2      mlp    mskrt  R      35:13      1 gpu109
       12256065_26      t4v2      mlp    mskrt  R    2:40:01      1 gpu113
       12256074_17      t4v2      mlp    mskrt  R      27:32      1 gpu087
        12256053_0      t4v2      mlp    mskrt  R      29:11      1 gpu082
        12256068_0      t4v2      mlp    mskrt  R      29:11      1 gpu082
       12255958_18      t4v2      mlp    mskrt  R      29:11      1 gpu082
        12256059_9      t4v2      mlp    mskrt  R      29:11      1 gpu082
       12256066_32      t4v2      mlp    mskrt  R      31:21      1 gpu105
       12256066_33      t4v2      mlp    mskrt  R      31:21      1 gpu105
        12256067_3      t4v2      mlp    mskrt  R      31:21      1 gpu105
       12256069_13      t4v2      mlp    mskrt  R      31:21      1 gpu105
       12256069_14      t4v2      mlp    mskrt  R      31:21      1 gpu105
       12256069_15      t4v2      mlp    mskrt  R      31:21      1 gpu105
       12256053_12      t4v2      mlp    mskrt  R      35:13      1 gpu109
       12256053_30      t4v2      mlp    mskrt  R      35:13      1 gpu109
       12256053_32      t4v2      mlp    mskrt  R      35:13      1 gpu109
       12256058_34      t4v2      mlp    mskrt  R      35:13      1 gpu109
        12256059_8      t4v2      mlp    mskrt  R      35:13      1 gpu109
       12256068_19      t4v2      mlp    mskrt  R    2:33:43      1 gpu113
       12256068_21      t4v2      mlp    mskrt  R    2:33:43      1 gpu113
        12256072_0      t4v2      mlp    mskrt  R      24:49      1 gpu107
       12255959_33      t4v2      mlp    mskrt  R      27:32      1 gpu087
       12256053_10      t4v2      mlp    mskrt  R      27:32      1 gpu087
       12256059_12      t4v2      mlp    mskrt  R      27:32      1 gpu087
       12256060_12      t4v2      mlp    mskrt  R      27:32      1 gpu087
       12256060_19      t4v2      mlp    mskrt  R      27:32      1 gpu087
       12256060_34      t4v2      mlp    mskrt  R      27:32      1 gpu087
       12256061_31      t4v2      mlp    mskrt  R      27:32      1 gpu087
        12256079_5      t4v2      mlp    mskrt  R    2:24:49      1 gpu067
       12255959_25      t4v2      mlp    mskrt  R      23:14      1 gpu106
       12256059_14      t4v2      mlp    mskrt  R      23:14      1 gpu106
       12256053_28      t4v2      mlp    mskrt  R      21:33      1 gpu102
       12256062_28      t4v2      mlp    mskrt  R      21:33      1 gpu102
       12256063_12      t4v2      mlp    mskrt  R      21:33      1 gpu102
       12256061_16      t4v2      mlp    mskrt  R      23:14      1 gpu106
       12256062_16      t4v2      mlp    mskrt  R      23:14      1 gpu106
       12256062_27      t4v2      mlp    mskrt  R      23:14      1 gpu106
        12256080_1      t4v2      mlp    mskrt  R      23:14      1 gpu106
        12256080_2      t4v2      mlp    mskrt  R      23:14      1 gpu106
        12256080_3      t4v2      mlp    mskrt  R      23:14      1 gpu106
       12256062_24      t4v2      mlp    mskrt  R    1:58:59      1 gpu062
       12256080_32      t4v2      mlp    mskrt  R    2:00:33      1 gpu062
       12256058_13      t4v2      mlp    mskrt  R      21:33      1 gpu102
        12256060_7      t4v2      mlp    mskrt  R      21:33      1 gpu102
        12256064_2      t4v2      mlp    mskrt  R      21:33      1 gpu102
        12256058_3      t4v2      mlp    mskrt  R      13:15      1 gpu101
        12256079_0      t4v2      mlp    mskrt  R      17:24      1 gpu071
        12256080_0      t4v2      mlp    mskrt  R      17:24      1 gpu071
       12255813_29      t4v2      mlp    mskrt  R      17:24      1 gpu071
       12255959_11      t4v2      mlp    mskrt  R      17:24      1 gpu071
       12256063_31      t4v2      mlp    mskrt  R      17:24      1 gpu071
       12256063_33      t4v2      mlp    mskrt  R      17:24      1 gpu071
       12256066_10      t4v2      mlp    mskrt  R      17:24      1 gpu071
       12256066_11      t4v2      mlp    mskrt  R      17:24      1 gpu071
       12255959_22      t4v2      mlp    mskrt  R      21:33      1 gpu102
       12256061_15      t4v2      mlp    mskrt  R      21:33      1 gpu102
       12256062_29      t4v2      mlp    mskrt  R    1:38:42      1 gpu061
       12256066_26      t4v2      mlp    mskrt  R    1:38:42      1 gpu061
        12255959_7      t4v2      mlp    mskrt  R      13:15      1 gpu101
       12255959_21      t4v2      mlp    mskrt  R      13:15      1 gpu101
       12256060_11      t4v2      mlp    mskrt  R      13:15      1 gpu101
       12256074_14      t4v2      mlp    mskrt  R      13:15      1 gpu101
       12256063_30      t4v2      mlp    mskrt  R       7:23      1 gpu069
       12256080_22      t4v2      mlp    mskrt  R       7:23      1 gpu069
        12256058_2      t4v2      mlp    mskrt  R      11:11      1 gpu066
       12256059_18      t4v2      mlp    mskrt  R      11:11      1 gpu066
       12256059_21      t4v2      mlp    mskrt  R      11:11      1 gpu065
       12256059_27      t4v2      mlp    mskrt  R      11:11      1 gpu065
        12256060_4      t4v2      mlp    mskrt  R      11:11      1 gpu065
       12256060_33      t4v2      mlp    mskrt  R      11:11      1 gpu065
        12256061_6      t4v2      mlp    mskrt  R      11:11      1 gpu065
       12256063_20      t4v2      mlp    mskrt  R      11:11      1 gpu065
       12256063_21      t4v2      mlp    mskrt  R      11:11      1 gpu065
       12256063_23      t4v2      mlp    mskrt  R      11:11      1 gpu065
       12255958_25      t4v2      mlp    mskrt  R      13:15      1 gpu101
       12255959_23      t4v2      mlp    mskrt  R      13:15      1 gpu101
       12255959_29      t4v2      mlp    mskrt  R      13:15      1 gpu101
        12256074_0      t4v2      mlp    mskrt  R    1:23:58      1 gpu094
       12256065_28      t4v2      mlp    mskrt  R       3:36      1 gpu064
       12256066_31      t4v2      mlp    mskrt  R       3:36      1 gpu064
        12256061_1      t4v2      mlp    mskrt  R       7:23      1 gpu069
       12256061_20      t4v2      mlp    mskrt  R       7:23      1 gpu069
       12256061_21      t4v2      mlp    mskrt  R       7:23      1 gpu069
        12256062_3      t4v2      mlp    mskrt  R       7:23      1 gpu069
       12256063_24      t4v2      mlp    mskrt  R       7:23      1 gpu069
       12256064_24      t4v2      mlp    mskrt  R       7:23      1 gpu069
       12256066_21      t4v2      mlp    mskrt  R      58:17      1 gpu112
        12256067_5      t4v2      mlp    mskrt  R      58:17      1 gpu112
        12256069_3      t4v2      mlp    mskrt  R      58:17      1 gpu112
       12256070_32      t4v2      mlp    mskrt  R      58:17      1 gpu112
       12256070_33      t4v2      mlp    mskrt  R      58:17      1 gpu112
       12256070_34      t4v2      mlp    mskrt  R      58:17      1 gpu112
       12256070_35      t4v2      mlp    mskrt  R      58:17      1 gpu112
       12256065_23      t4v2      mlp    mskrt  R    1:00:29      1 gpu100
        12256066_8      t4v2      mlp    mskrt  R    1:00:29      1 gpu100
       12256067_32      t4v2      mlp    mskrt  R    1:00:29      1 gpu100
       12256067_33      t4v2      mlp    mskrt  R    1:00:29      1 gpu100
       12256068_16      t4v2      mlp    mskrt  R    1:00:29      1 gpu100
       12256070_29      t4v2      mlp    mskrt  R    1:00:29      1 gpu100
       12256070_30      t4v2      mlp    mskrt  R    1:00:29      1 gpu100
       12256070_31      t4v2      mlp    mskrt  R    1:00:29      1 gpu100
       12256058_32      t4v2      mlp    mskrt  R       1:23      1 gpu104
       12256058_33      t4v2      mlp    mskrt  R       1:23      1 gpu104
       12256063_22      t4v2      mlp    mskrt  R       1:23      1 gpu104
       12256065_34      t4v2      mlp    mskrt  R       1:23      1 gpu104
       12256071_11      t4v2      mlp    mskrt  R       1:23      1 gpu104
       12256071_16      t4v2      mlp    mskrt  R       1:23      1 gpu104
       12256071_17      t4v2      mlp    mskrt  R       1:23      1 gpu104
       12256071_19      t4v2      mlp    mskrt  R       1:23      1 gpu104
       12256071_10      t4v2      mlp    mskrt  R       1:54      1 gpu067
       12256072_10      t4v2      mlp    mskrt  R      48:43      1 gpu093
       12256072_11      t4v2      mlp    mskrt  R      48:43      1 gpu093
       12256072_12      t4v2      mlp    mskrt  R      48:43      1 gpu093
       12256072_14      t4v2      mlp    mskrt  R      48:43      1 gpu093
       12256072_18      t4v2      mlp    mskrt  R      48:43      1 gpu093
       12256072_20      t4v2      mlp    mskrt  R      48:43      1 gpu093
       12256072_21      t4v2      mlp    mskrt  R      48:43      1 gpu093
       12256072_31      t4v2      mlp    mskrt  R      48:43      1 gpu093
       12256071_28      t4v2      mlp    mskrt  R      50:27      1 gpu098
       12256071_33      t4v2      mlp    mskrt  R      50:27      1 gpu098
       12256071_34      t4v2      mlp    mskrt  R      50:27      1 gpu098
        12256072_1      t4v2      mlp    mskrt  R      50:27      1 gpu098
       12256072_15      t4v2      mlp    mskrt  R      50:27      1 gpu098
       12256072_17      t4v2      mlp    mskrt  R      50:27      1 gpu098
       12256072_19      t4v2      mlp    mskrt  R      50:27      1 gpu098
       12256065_32      t4v2      mlp    mskrt  R      54:23      1 gpu111
        12256068_5      t4v2      mlp    mskrt  R      54:23      1 gpu111
        12256068_8      t4v2      mlp    mskrt  R      54:23      1 gpu111
       12256068_10      t4v2      mlp    mskrt  R      54:23      1 gpu111
        12256062_6      t4v2      mlp    mskrt  R      38:26      1 gpu083
        12256062_8      t4v2      mlp    mskrt  R      38:26      1 gpu083
        12256073_4      t4v2      mlp    mskrt  R      38:26      1 gpu083
       12256073_13      t4v2      mlp    mskrt  R      38:26      1 gpu083
       12256073_15      t4v2      mlp    mskrt  R      38:26      1 gpu083
       12256073_18      t4v2      mlp    mskrt  R      38:26      1 gpu083
       12256073_24      t4v2      mlp    mskrt  R      38:26      1 gpu083
        12256074_5      t4v2      mlp    mskrt  R      38:26      1 gpu083
       12256059_33      t4v2      mlp    mskrt  R      40:40      1 gpu075
        12256068_1      t4v2      mlp    mskrt  R      40:40      1 gpu075
        12256068_4      t4v2      mlp    mskrt  R      40:40      1 gpu075
       12256067_30      t4v2      mlp    mskrt  R      40:40      1 gpu075
       12256068_11      t4v2      mlp    mskrt  R      40:40      1 gpu075
       12256068_23      t4v2      mlp    mskrt  R      40:40      1 gpu075
       12256069_35      t4v2      mlp    mskrt  R      40:40      1 gpu075
       12256073_33      t4v2      mlp    mskrt  R      40:40      1 gpu075
       12256073_10      t4v2      mlp    mskrt  R      44:28      1 gpu077
       12256073_11      t4v2      mlp    mskrt  R      44:28      1 gpu081
       12256073_16      t4v2      mlp    mskrt  R      44:28      1 gpu081
       12256073_17      t4v2      mlp    mskrt  R      44:28      1 gpu081
       12256073_23      t4v2      mlp    mskrt  R      44:28      1 gpu081
       12256073_25      t4v2      mlp    mskrt  R      44:28      1 gpu077
       12256073_26      t4v2      mlp    mskrt  R      44:28      1 gpu081
       12256061_18      t4v2      mlp    mskrt  R      33:34      1 gpu088
       12256064_29      t4v2      mlp    mskrt  R      33:34      1 gpu088
       12256064_30      t4v2      mlp    mskrt  R      33:34      1 gpu088
       12256072_23      t4v2      mlp    mskrt  R      33:34      1 gpu088
       12256072_27      t4v2      mlp    mskrt  R      33:34      1 gpu088
       12256074_24      t4v2      mlp    mskrt  R      33:34      1 gpu088
       12256074_30      t4v2      mlp    mskrt  R      33:34      1 gpu088
       12256074_31      t4v2      mlp    mskrt  R      33:34      1 gpu088
       12256072_26      t4v2      mlp    mskrt  R      34:38      1 gpu109
        12256059_3      t4v2      mlp    mskrt  R      19:29      1 gpu095
        12256065_3      t4v2      mlp    mskrt  R      19:29      1 gpu095
       12256065_11      t4v2      mlp    mskrt  R      19:29      1 gpu095
       12256066_22      t4v2      mlp    mskrt  R      19:29      1 gpu095
       12256071_29      t4v2      mlp    mskrt  R      19:29      1 gpu095
        12256072_9      t4v2      mlp    mskrt  R      19:29      1 gpu095
       12256079_12      t4v2      mlp    mskrt  R      19:29      1 gpu095
       12256079_13      t4v2      mlp    mskrt  R      19:29      1 gpu095
       12256066_25      t4v2      mlp    mskrt  R      24:49      1 gpu107
       12256058_16      t4v2      mlp    mskrt  R      25:20      1 gpu089
        12256062_4      t4v2      mlp    mskrt  R      25:20      1 gpu089
        12256062_5      t4v2      mlp    mskrt  R      25:20      1 gpu089
        12256062_7      t4v2      mlp    mskrt  R      25:20      1 gpu089
       12256062_10      t4v2      mlp    mskrt  R      25:20      1 gpu089
       12256062_18      t4v2      mlp    mskrt  R      25:20      1 gpu089
       12256067_18      t4v2      mlp    mskrt  R       9:33      1 gpu090
