             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
          12257402 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257401 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257400 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257399 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257398 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257397 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257396 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257395 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257394 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257393 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257392 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257391 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257390 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257389 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257388 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257387 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257382 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257381 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257380 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257379 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257378 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257377 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257376 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257375 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257374 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257373 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257372 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257371 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257370 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257369 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257368 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257367 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257366 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257365 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257364 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257363 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257362 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257361 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257360 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257359 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257358 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257357 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257356 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257355 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257354 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257353 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257352 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257351 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257350 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257349 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257348 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257347 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257346 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257330 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257329 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257328 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257327 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257326 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257325 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257324 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257323 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257322 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257321 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257320 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257319 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257318 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257317 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257316 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257315 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257314 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257313 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257312 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257311 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257310 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257309 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257308 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257307 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257306 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257305 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257304 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257303 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257302 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257301 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257300 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257299 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257298 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257297 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257296 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257295 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257294 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257293 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257292 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257273 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257272 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257271 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257270 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257269 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257268 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257267 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257266 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257265 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257264 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257263 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257262 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257261 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257260 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257259 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257258 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257257 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257256 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257255 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257254 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257253 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257252 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257251 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257250 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257249 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257248 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257247 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257246 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257245 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257244 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257243 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257242 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257241 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257240 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12257239 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12256873 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256872 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256871 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256870 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256869 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256868 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256867 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256866 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256865 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256864 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256863 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256862 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256861 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256860 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256859 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256858 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256857 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256856 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256855 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256854 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256853 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256852 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256851 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256850 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256849 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256848 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256847 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256846 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256845 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256844 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256843 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256842 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256841 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256840 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256839 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256838 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256837 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256836 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256835 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256834 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256833 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256832 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256831 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256830 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256829 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256828 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256827 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256826 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256825 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256824 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256823 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256822 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256821 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256820 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256819 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256818 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256817 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256816 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256815 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256814 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256813 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256812 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256811 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256810 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256809 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256808 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256807 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256806 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256805 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256804 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256803 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256802 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256801 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256800 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256799 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256798 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256797 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256796 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256795 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256794 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256793 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256792 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256791 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256790 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256789 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256788 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256787 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256786 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256785 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256784 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256783 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256782 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256781 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256780 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256779 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256778 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256777 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256776 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256775 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256774 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256773 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256772 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256771 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256770 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256769 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256768 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256767 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256766 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256765 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256764 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256763 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256762 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256761 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256760 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256759 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256758 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256757 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256756 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256755 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256754 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256753 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256752 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256751 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256750 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256749 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256748 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256747 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256746 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256745 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256744 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256743 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256742 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256741 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256740 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256739 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256738 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256737 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256736 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256735 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256734 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256733 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256732 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256731 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256730 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256729 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256728 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256727 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256726 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256725 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256724 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256723 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256722 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256721 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256720 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256719 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256718 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256717 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256716 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256715 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12256714 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12258941 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Resources)
          12259011 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259010 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259027 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12259026 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
          12259025 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12259024 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12259023 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12259022 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12259021 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12259020 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12259019 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (Priority)
          12259018 t4v1,t4v2 CRBM_rel  roeland PD       0:00      1 (QOSMaxGRESPerUser)
